id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
987,2006,25,25,CLE,Shannon Brown,Michigan State,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-1.5,1
988,2006,26,26,LAL,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7
989,2006,27,27,PHO,Sergio Rodríguez,,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-2,0.1
990,2006,28,28,DAL,Maurice Ager,Michigan State,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9
991,2006,29,29,NYK,Mardy Collins,Temple,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7
992,2006,30,30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6
993,2006,31,31,POR,James White,Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.2,-0.2
994,2006,32,32,HOU,Steve Novak,Marquette,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4
995,2006,33,33,ATL,Solomon Jones,South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-4,-1.6
996,2006,34,34,LAC,Paul Davis,Michigan State,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4
997,2006,35,35,TOR,P.J. Tucker,Texas,11,777,22529,5536,4390,1149,0.425,0.364,0.748,29,7.1,5.6,1.5,40,0.085,-0.7,7.2
998,2006,36,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.2,1.4
999,2006,37,37,MIN,Bobby Jones,Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5
1000,2006,38,38,GSW,Kosta Perović,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-5.9,0
1001,2006,39,39,MIL,David Noel,UNC,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2
1002,2006,40,40,SEA,Denham Brown,UConn,,,,,,,,,,,,,,,,,
1003,2006,41,41,ORL,James Augustine,Illinois,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.7,0
1004,2006,42,42,CLE,Daniel Gibson,Texas,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.4
1005,2006,43,43,NOK,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3,0
1006,2006,44,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
1007,2006,45,45,IND,Alexander Johnson,Florida State,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9
1008,2006,46,46,UTA,Dee Brown,Illinois,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-3,-0.2
1009,2006,47,47,UTA,Paul Millsap,Louisiana Tech,16,1085,30499,14536,7673,2378,0.489,0.341,0.736,28.1,13.4,7.1,2.2,95.4,0.15,1.9,29.9
1010,2006,48,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
1011,2006,49,49,DEN,Leon Powe,California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-1.6,0.3
1012,2006,50,50,CHA,Ryan Hollins,UCLA,10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2
1013,2006,51,51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.1,-0.2
1014,2006,52,52,LAC,Guillermo Díaz,Miami (FL),1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-2.9,0
1015,2006,53,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
1016,2006,54,54,NJN,Hassan Adams,Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0
1017,2006,55,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
1018,2006,56,56,TOR,Edin Bavčić,,,,,,,,,,,,,,,,,,
1019,2006,57,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
1020,2006,58,58,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,,,,
1021,2006,59,59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-8.5,-0.3
1022,2006,60,60,DET,Will Blalock,Iowa State,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.8,-0.2
1023,2007,1,1,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,-0.4,0.8
1024,2007,2,2,SEA,Kevin Durant,Texas,14,939,34509,25526,6646,4032,0.496,0.384,0.884,36.8,27.2,7.1,4.3,155.2,0.216,6.8,76.4
1025,2007,3,3,ATL,Al Horford,Florida,15,950,30597,12989,7771,3144,0.515,0.36,0.759,32.2,13.7,8.2,3.3,100.3,0.157,2.9,37.9
1026,2007,4,4,MEM,Mike Conley,Ohio State,15,958,30619,14221,2872,5407,0.439,0.382,0.82,32,14.8,3,5.6,86.8,0.136,2.5,34.8
1027,2007,5,5,BOS,Jeff Green,Georgetown,14,1051,30463,13295,4502,1625,0.448,0.339,0.806,29,12.6,4.3,1.5,50.3,0.079,-1.4,4.8
1028,2007,6,6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5
1029,2007,7,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2
1030,2007,8,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,2.3,7.5
1031,2007,9,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,0.491,0,0.7,27.7,8.8,9,2.8,61.9,0.159,2.5,20.9
1032,2007,10,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4
1033,2007,11,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-3.9,-1.1
1034,2007,12,12,PHI,Thaddeus Young,Georgia Tech,15,1085,31778,13848,6345,2003,0.502,0.332,0.663,29.3,12.8,5.8,1.8,68.9,0.104,0.5,20
1035,2007,13,13,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2
1036,2007,14,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2
1037,2007,15,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9
1038,2007,16,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-2.2,-0.8
1039,2007,17,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-3.1,-0.6
1040,2007,18,18,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,0.424,0.376,0.846,22.7,9.7,2.1,1.7,30.5,0.075,-1.3,3.3
1041,2007,19,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1
1042,2007,20,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4
1043,2007,21,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1
1044,2007,22,22,CHA,Jared Dudley,Boston College,14,904,20117,6633,2849,1394,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43,0.103,0.2,11
1045,2007,23,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,0.443,0.341,0.77,30,12.5,5.3,1.8,29,0.069,-1.3,3.5
1046,2007,24,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.7,5.6
1047,2007,25,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.1,-0.4
1048,2007,26,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.2,2.7
1049,2007,27,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4
1050,2007,28,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.1,5.4
1051,2007,29,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-4.5,-0.3
1052,2007,30,30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
1053,2007,31,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5
1054,2007,32,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-2.8,-0.1
1055,2007,33,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-5.4,0
1056,2007,34,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2
1057,2007,35,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.6,-1.7
1058,2007,36,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-5.2,-0.3
1059,2007,37,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,0.3,4.7
1060,2007,38,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-5.7,-1.1
1061,2007,39,39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,
1062,2007,40,40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-19.4,-0.1
1063,2007,41,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7
1064,2007,42,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,-4.7,0
1065,2007,43,43,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,
1066,2007,44,44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,
1067,2007,45,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
1068,2007,46,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-4.4,-0.2
1069,2007,47,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1
1070,2007,48,48,LAL,Marc Gasol,,13,891,28719,12514,6604,2996,0.481,0.36,0.776,32.2,14,7.4,3.4,85.3,0.143,3.1,36.5
1071,2007,49,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5
1072,2007,50,50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
1073,2007,51,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0,0,0,0,0,,,0
1074,2007,52,52,POR,Taurean Green,Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-7.5,-0.1
1075,2007,53,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1
1076,2007,54,54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
1077,2007,55,55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,,,,
1078,2007,56,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-0.7,5.2
1079,2007,57,57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,,,,
1080,2007,58,58,SAS,Georgios Printezis,,,,,,,,,,,,,,,,,,
1081,2007,59,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.6,-0.2
1082,2007,60,60,DAL,Milovan Raković,,,,,,,,,,,,,,,,,,
1083,2008,1,1,CHI,Derrick Rose,Memphis,13,672,21317,12230,2239,3646,0.457,0.316,0.83,31.7,18.2,3.3,5.4,44.2,0.1,1.4,18.5
1084,2008,2,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9
1085,2008,3,3,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7
1086,2008,4,4,SEA,Russell Westbrook,UCLA,14,1021,35426,23298,7541,8611,0.438,0.305,0.783,34.7,22.8,7.4,8.4,106.5,0.144,4.3,55.8
1087,2008,5,5,MEM,Kevin Love,UCLA,14,812,25090,14305,8666,1920,0.441,0.373,0.829,30.9,17.6,10.7,2.4,88.6,0.17,3.4,34
1088,2008,6,6,NYK,Danilo Gallinari,,13,728,21780,11327,3510,1414,0.428,0.382,0.877,29.9,15.6,4.8,1.9,64.1,0.141,1.8,20.8
1089,2008,7,7,LAC,Eric Gordon,Indiana,14,749,24257,12263,1811,2121,0.428,0.371,0.81,32.4,16.4,2.4,2.8,36.3,0.072,-0.6,8.7
1090,2008,8,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3
1091,2008,9,9,CHA,D.J. Augustin,Texas,14,976,22851,9259,1805,3761,0.412,0.381,0.867,23.4,9.5,1.8,3.9,47.7,0.1,-0.7,7.6
1092,2008,10,10,NJN,Brook Lopez,Stanford,14,868,26192,14247,5407,1246,0.494,0.341,0.796,30.2,16.4,6.2,1.4,71.5,0.131,1.3,21.7
1093,2008,11,11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1
1094,2008,12,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4
1095,2008,13,13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.4,1.6
1096,2008,14,14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-1.6,0.4
1097,2008,15,15,PHO,Robin Lopez,Stanford,14,939,20573,8196,4604,796,0.536,0.294,0.742,21.9,8.7,4.9,0.8,49,0.114,-1.1,4.7
1098,2008,16,16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.2,-0.6
1099,2008,17,17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,-1.1,3.5
1100,2008,18,18,WAS,JaVale McGee,Nevada,14,821,13982,6536,4344,358,0.576,0.182,0.605,17,8,5.3,0.4,42.4,0.146,0.1,7.4
1101,2008,19,19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,0.505,0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-1.8,0.5
1102,2008,20,20,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,0.093,-2.8,-0.8
1103,2008,21,21,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,0.422,0.38,0.854,25.8,12.3,5.3,0.9,46.7,0.134,1,12.8
1104,2008,22,22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,0.451,0.388,0.853,27.1,9.6,2.6,1.7,39.3,0.086,-0.6,7.9
1105,2008,23,23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,0.534,0,0.582,16.4,5.7,5,0.5,28.3,0.12,-1.3,2
1106,2008,24,24,SEA,Serge Ibaka,,13,903,24941,10962,6469,745,0.513,0.36,0.758,27.6,12.1,7.2,0.8,72.8,0.14,0.5,15.8
1107,2008,25,25,HOU,Nicolas Batum,,14,915,28030,10149,4707,3215,0.437,0.363,0.837,30.6,11.1,5.1,3.5,63.5,0.109,1.7,26.1
1108,2008,26,26,SAS,George Hill,IUPUI,14,869,23667,9313,2646,2697,0.456,0.38,0.807,27.2,10.7,3,3.1,69.1,0.14,1.2,19.3
1109,2008,27,27,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4
1110,2008,28,28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-2.8,-0.9
1111,2008,29,29,DET,D.J. White,Indiana,6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-2.1,0
1112,2008,30,30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,0.476,0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.3,-0.1
1113,2008,31,31,MIN,Nikola Peković,,6,271,6744,3405,1807,199,0.518,,0.76,24.9,12.6,6.7,0.7,18.8,0.134,-0.7,2.2
1114,2008,32,32,SEA,Walter Sharpe,UAB,1,8,20,8,3,0,0.364,0,0,2.5,1,0.4,0,-0.1,-0.131,-10.1,0
1115,2008,33,33,POR,Joey Dorsey,Memphis,4,130,1488,344,513,55,0.534,0,0.375,11.4,2.6,3.9,0.4,2.9,0.092,-2.7,-0.3
1116,2008,34,34,MIN,Mario Chalmers,Kansas,9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,-0.6,5.9
1117,2008,35,35,LAC,DeAndre Jordan,Texas A&M,14,980,26194,8933,10142,932,0.673,0.083,0.475,26.7,9.1,10.3,1,94.4,0.173,1.3,21.9
1118,2008,36,36,POR,Ömer Aşık,,8,471,9216,2479,3362,280,0.528,0,0.551,19.6,5.3,7.1,0.6,20.9,0.109,-1.9,0.1
1119,2008,37,37,MIL,Luc Mbah a Moute,UCLA,12,689,16038,4380,2800,588,0.454,0.334,0.659,23.3,6.4,4.1,0.9,26,0.078,-1.5,2
1120,2008,38,38,CHA,Kyle Weaver,Washington State,3,73,1379,363,158,119,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051,-1.1,0.3
1121,2008,39,39,CHI,Sonny Weems,Arkansas,4,183,3335,1189,402,257,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.8
1122,2008,40,40,NJN,Chris Douglas-Roberts,Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.2,-0.2
1123,2008,41,41,IND,Nathan Jawai,,2,45,431,126,106,24,0.435,0,0.684,9.6,2.8,2.4,0.5,0.2,0.02,-4.4,-0.3
1124,2008,42,42,SAC,Sean Singletary,Virginia,1,37,303,90,35,29,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006,-5.1,-0.2
1125,2008,43,43,SAC,Patrick Ewing,Georgetown,1,7,19,3,2,2,0,0,0.75,2.7,0.4,0.3,0.3,-0.1,-0.158,-9.1,0
1126,2008,44,44,UTA,Ante Tomić,,,,,,,,,,,,,,,,,,
1127,2008,45,45,SAS,Goran Dragić,,14,888,24734,12203,2735,4254,0.46,0.362,0.767,27.9,13.7,3.1,4.8,56.3,0.109,0.6,16.3
1128,2008,46,46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
1129,2008,47,47,WAS,Henry Walker,Kansas State,5,181,3016,1079,401,153,0.446,0.369,0.76,16.7,6,2.2,0.8,5,0.079,-1.8,0.2
1130,2008,48,48,PHO,Malik Hairston,Oregon,2,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-2,0
1131,2008,49,49,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,,,,,
1132,2008,50,50,SEA,DeVon Hardin,California,,,,,,,,,,,,,,,,,
1133,2008,51,51,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,,,,,
1134,2008,52,52,MIA,Darnell Jackson,Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8
1135,2008,53,53,UTA,Tadija Dragićević,,,,,,,,,,,,,,,,,,
1136,2008,54,54,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,,,,,
1137,2008,55,55,POR,Mike Taylor,Iowa State,1,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6
1138,2008,56,56,SEA,Sasha Kaun,Kansas,1,25,95,23,26,3,0.529,,0.455,3.8,0.9,1,0.1,0.2,0.096,-2.8,0
1139,2008,57,57,SAS,James Gist,Maryland,,,,,,,,,,,,,,,,,
1140,2008,58,58,LAL,Joe Crawford,Kentucky,1,2,23,9,4,1,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037,-2.7,0
1141,2008,59,59,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,,,,,
1142,2008,60,60,BOS,Semih Erden,,2,69,928,262,190,29,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-3.6,-0.4
1143,2009,1,1,LAC,Blake Griffin,Oklahoma,12,724,23815,14343,5954,2994,0.493,0.327,0.696,32.9,19.8,8.2,4.1,79.3,0.16,3.4,32.5
1144,2009,2,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4
1145,2009,3,3,OKC,James Harden,Arizona State,13,942,32617,23477,5294,6397,0.442,0.361,0.86,34.6,24.9,5.6,6.8,149.6,0.22,6.8,72
1146,2009,4,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1
1147,2009,5,5,MIN,Ricky Rubio,,11,665,20128,7399,2760,5045,0.389,0.326,0.843,30.3,11.1,4.2,7.6,41.6,0.099,0.6,13.4
1148,2009,6,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9
1149,2009,7,7,GSW,Stephen Curry,Davidson,13,826,28361,20064,3838,5388,0.473,0.428,0.908,34.3,24.3,4.6,6.5,120.2,0.203,6.5,60.9
1150,2009,8,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0
1151,2009,9,9,TOR,DeMar DeRozan,USC,13,957,32789,19869,4227,3729,0.465,0.288,0.837,34.3,20.8,4.4,3.9,83.7,0.123,0.7,22.6
1152,2009,10,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,0.387,0.345,0.796,30.3,14.1,3,5.7,29.9,0.085,0.8,11.8
1153,2009,11,11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6
1154,2009,12,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6
1155,2009,13,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2,0
1156,2009,14,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8
1157,2009,15,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2,0
1158,2009,16,16,CHI,James Johnson,Wake Forest,13,747,15315,5763,2676,1583,0.474,0.302,0.679,20.5,7.7,3.6,2.1,27.5,0.086,0.5,9.5
1159,2009,17,17,PHI,Jrue Holiday,UCLA,13,839,27817,13586,3361,5373,0.46,0.363,0.776,33.2,16.2,4,6.4,56.4,0.097,1.5,24.6
1160,2009,18,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6
1161,2009,19,19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3
1162,2009,20,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8
1163,2009,21,21,NOH,Darren Collison,UCLA,11,711,20833,8861,1889,3545,0.471,0.394,0.853,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4
1164,2009,22,22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.6,-0.4
1165,2009,23,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5
