Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures
Ulavacharu,Sai Ravali G,"I have been here twice and the food was yummy yummy I say.
Ambiance was kind of historic type with all wooden sculpture kind. It was nice .
We have tried pandumirchisticks which is my fav till date.
Coming to ragi sankati , it has disappointed me a bit. I expected it to be more tasty but it was not bad.
Over all you can enjoy there with yummy food.",3,"30 Reviews , 68 Followers",10/18/2018 13:04,5
Ulavacharu,Katy,The ordered Food was not good spoilt.,1,2 Reviews,10/14/2018 21:31,0
Ulavacharu,Srikar Aditya,"Comimg out of a restuarnt with full satisaction after a long long time. Kotha kodivepudu, loose prawns, bamboo chicken, chapala vepudu, natu kodi pulsu, andra kodi kura, ragi sankati evevry thing was perfect except konasema kodi vepudu was a little spicy. Special mention: really quick service.",5,"23 Reviews , 784 Followers",10/14/2018 15:31,0
Ulavacharu,Shaik Munna,Most of my star rating goes to the ambience here.This place is simply amazing with authentic Telugu menu and the food presentation.Prices are on higher side though for the ambience.Spice lovers must visit the place to satisfy their hunger.,5,"12 Reviews , 6 Followers",10/12/2018 19:38,0
Ulavacharu,Sridhar,The experience from the Jubilee Hills outlet led us to try this one with colleagues on a couple of occasions and we were not disappointed. This place lives up to its reputation as a destination of choice for Andhra delicacies. Check it out...,4,"12 Reviews , 9 Followers",10/9/2018 18:05,0
Ulavacharu,Sudheer Kumar D,"No taste in food, starters were served cold, probably it was already cooked so waiter suggested us that dish. It is expensive and not worth at all. they are trying to be over authentic and spoiling the basic taste of food.

Rotis are very hard and Ulavacharu biryani is too much masala and no tasty.

Not suggested to visit.",1,1 Review,10/8/2018 0:53,0
Ulavacharu,Venkateswarlu Ithadi,"I had a family lunch today at Ulavacharu Gachibowli. Natukodi kaju vepudu was seriously bad in taste, chicken higeneness. When we complain about the same, staff didn't respond in proper manner.",1,"2 Reviews , 2 Followers",10/7/2018 16:43,0
Ulavacharu,Bhanu Prakash,"Good place for team visits , ordered raju gari Kodi pulav and bongulo chicken both tastes great ....ambience is good, place can be extended to have more seats, it is always over crowded .. a must visit place",4,"9 Reviews , 60 Followers",10/5/2018 13:44,0
Ulavacharu,Food Nawabs,"India is a food nation, every 50 kms you travel from one point to another the taste,spices and the approach changes. Andhra Pradesh and Telangana is no different. Andhra the way they cook their dishes is more earthy and less spicy compared to Telangana cuisine. Rayalseema being all healthy as they use Raagi, Spices are very earthy. Why am I preaching this because all these varieties are to be found in Ulavacharu.

Ulavacharu is a vibrant Telugu Brand having branches throughout Hyderbad. Banjarahills, Gachibowli etc....

Their Unique Dishes names, taste especially their crispy chicken skin, although a little tweeek is much needed to the palatte of Hyd. So overall the setup is amazing it just doesn't serve food it gives you an experience. A Must visit place. Points to consider for restaurant their Rose milk is a bad imitation of Rajamundry ,they serve fruitpunch naming it as Rajamundry.. so as I said tweeks are much needed.

4/5 is my rating",4,"130 Reviews , 5532 Followers",10/5/2018 8:56,42
Ulavacharu,Kiran Kumar,The moment you enter the restaurant the ambience is good.We ordered Godavari royalla vepudu that was good.Then we ordered Gadwal kodi pulao was ok their sambar rice was so sour more of citrus taste that was not at all acceptable.,2,"10 Reviews , 18 Followers",10/2/2018 15:44,0
Ulavacharu,Nalin Venkat Sameera,"So, when I went with my parents, I observed the restaurant was jam-packed with people (I swear, it was difficult to get to our seats also). In a way, I couldn't appreciate the ambiance much. We ordered Ulavacharu Vegetable Pulao and what I believe was Pandu Mirapakaya (I hope I'm right). The food was tasty, well-made, with a slightly different mix of spices from the usual. I enjoyed the rice and the flavor it had. Having never tried any rice item of that sort, it felt like a novel burst of flavors to my restless buds. I'd recommend trying the food here at least once.",4,"122 Reviews , 639 Followers",10/1/2018 15:56,1
Shanghai Chef 2,Anupam Acharya,"We went to the first floor confused whether to go to Shanghai Chef or Kobe's, later to realise they are in the same restaurant (i.e they share floor space). We decided to order Chinese. We had the DimSum platter (3/5), Kung Pao Chicken (2/5), Dragon Prawns (2/5) and Fried Ice Cream (4/5). The chicken was hard inside (not indicative of fresh chicken), the prawns were sweet and the DimSums had thick coatings. I did not enjoy my time at Shanghai Chef. So maybe when you're there, just try the Sizzler. Ill update my review when I have it.
Kobe's is a really famous chain for Sizzlers.",2,"207 Reviews , 400 Followers",5/17/2019 12:18,2
Shanghai Chef 2,Abhijeet Mahapatro,"They have a wide range of food offering. Nothing much to talk about ambiance. I visited this place 2 times in a week. 1st time ordered a sizzler which was fantastic.  2nd time we had a chicken stater, soup and a american chopsuey. Soup and starter was good but sea food American Chopsuey was not good. Being a person from coastal area I can tell if sea food is fresh or not, and boy, the prawns were not fresh that is for sure. All and all its a causal dinning if you crave for some variety of Asian food.",4,"9 Reviews , 14 Followers",5/14/2019 12:25,0
Shanghai Chef 2,Rachna K,"Stale food and indigestible noodles. Please don't visit here if you don't want to fall sick. The chicken was dry and uncooked , the noodles was sticky and under cooked. Felt the items were reheated as it was served way quicker than expected.",1,"6 Reviews , 9 Followers",5/13/2019 20:06,0
Shanghai Chef 2,Rahul Talekar,"Shanghai chef 2
Located in the gachibowli ,hyderabad .
Food they are serve is looking good and so tasty.
Price is reasonable.
Staff service is best",5,"12 Reviews , 4 Followers",4/30/2019 10:37,0
Shanghai Chef 2,Subhendu Khan,"Location wise it is placed in a prime location, centre of IT area, Gachibowli. Food was so delicious, only if you like Chinese flavor, else don't visit. Interior ambience was not so cool, very ordinary. Different kind of soups and dimsums are available at reasonable prices.
Great place to hangout, but if you are planning to visit in weekend then prebooking is recommended.",3,"12 Reviews , 27 Followers",4/24/2019 23:58,1
Shanghai Chef 2,Lavanya Chauhan,"Really loved the food.Tried new Chinese things.Would definitely recommend this.The service was a little slow,but the taste compensated for it.A must visit if you love typical Chinese food.",4,"4 Reviews , 19 Followers",4/23/2019 19:17,0
Shanghai Chef 2,Aishwarya Pati,Extremely poor food quality. I have got my food order replaced everytime I have come here. The service is also not friendly. This is my last visit to this place. I am sorry for the negative reviews.. but this time it was unbearable.,1,5 Reviews,4/20/2019 17:59,0
Shanghai Chef 2,Sunil Bathini,"Quantity is very less..... And not so tasty , but service is good. If it provide quantity with tasty food will help the restaurant to attract customers.",1,"2 Reviews , 1 Follower",4/19/2019 14:59,0
Shanghai Chef 2,Anamay Tamrakar (Aman),"Its a casual place for good chinese food. The ambience is a bit dull, but the food is okay. Service is ok. Have been here on multiple occasions and have liked the food they serve.",3,"82 Reviews , 512 Followers",4/6/2019 15:14,0
Shanghai Chef 2,Prabhjot Sandhu,It's a duo restaurant where you can have Chinese and sizzlers together available at one place .... well quantity is much less compared to price and taste is not that good though as Chinese should be at that price...,3,"55 Reviews , 188 Followers",4/2/2019 15:22,0
Shanghai Chef 2,Tyrion Lannister,Shanghai chef and koba sezler both are same restaurents but dont know why in zomato it ia showing as different. You can try this restaurent with friends to taste different chinese varities.,4,"26 Reviews , 6 Followers",3/24/2019 15:53,0
Shanghai Chef 2,Dipro Basu,Small little Chinese joint. Good courteous staff and tasty food. Low on your pocket as well. Located in Gachibowli. Used Zomato gold which was absolutely value for money here,3,"11 Reviews , 179 Followers",3/15/2019 14:48,2
Shanghai Chef 2,Ajay,"I have ordered food online, Veg Chilly Garlic Noodles and Honey Chilly Potato. The taste was pathetic. In chilli garlic noodles, there was no garlic. And Honey potato noodles, they have made French fries and put a sweet syrup on it. Looks like chief does not know how to cook this dish.",1,1 Review,3/10/2019 15:13,0
Shanghai Chef 2,Kannan Piedy,I've been to Shanghai Chef 2 quite a few times now. Twice before Kobe Sizzlers moved in and once after. It has great staff and a wonderful ambience. It gets busy over the weekend and you might have to reserve a table beforehand. Their sizzlers are wonderful and they have a great set of starters. I would suggest you try them over the main course.,4,"5 Reviews , 1 Follower",3/7/2019 23:21,0
Shanghai Chef 2,Somshankar Naik,"Service was pathetic and staff was absolutely rude and not open for feedback. service is one area where management has to focus on at least as per my experience. Definitely not a place that I will ever visit again with the kind of experience, not that there was any argument or anything it was very cold.",1,"5 Reviews , 2 Followers",3/1/2019 16:39,0
Shanghai Chef 2,Ankit Singla,"liked the food. thanks for suggesting #KhaoPhatkraphao it was good as a full serving

missed the fried ice cream definitely gonna come back for it.

sorry! not to corporate on billing!! 🙏

#giveatry",4,"24 Reviews , 17 Followers",2/10/2019 23:29,0
Shanghai Chef 2,Vandita,"This place is amazing! The food is really tasty, especially the chef recommended. The owner, Suhail, is very courteous and professional. He suggested some great stuff to try and customised the food as per our requirements.",5,2 Reviews,2/1/2019 22:33,0
Shanghai Chef 2,Sandeep Ankala,Shanghai Chef has always been the place to go for Chinese fast food. They have a good choice of menu and the food is great. I highly recommend having the crab fried rice and the diced chicken in oriental sauce. America’s chopsuey is equally tasty.,4,"97 Reviews , 292 Followers",1/31/2019 19:15,1
Shanghai Chef 2,Aanchal Khemka,"This is one go to place for us for authentic Chinese food and it does always stand by my expectation.

We have visited it in past and have always loved the food.

This time we tried some nice salt and pepper vegetable starter which was okish..as I found it to be a little bland..( that's why there is one less star).

We tried Veg Manchow soup which was amazing.

Khao Soi was the main dish we ordered and was again bang on.

Ambiance is pretty much simple yet nice.

Food is amazing. Service is good.

It's definitely worth the money we pay.",4,"189 Reviews , 2321 Followers",1/23/2019 23:07,2
Shanghai Chef 2,Age Of Foodies (Suraj Karambe),"Ambiance-
Shanghai Chef has one of it's outlet in Gachibowli. Shanghai Chef is Chinese Theme Restaurant specialised in their Chinese dishes. It has indoor sitting available with beautiful lights and music in the background. Sitting arrangement includes couch and chairs.
Food-
We placed an order for Sesame Chilli Chicken as it was mentioned as Must Try starter in the menu. Sesame Chilli contained a large amount of chilli chicken topped with sesame seeds and served with Salad, which tasted somewhat sweet. Sesame Chilli Chicken cost approximately INR 280. We also placed an order for Khao Phad Kruptao in rice item, which included fried rice topped with Spicy gravy contained spinach and capsicum cost approximately INR 290. Shanghai Chef 2 offers 1+1 dish on Zomato Gold membership.
Service-
Service was very quick and the staff was very polite.",3,"104 Reviews , 334 Followers",1/23/2019 21:23,7
Shanghai Chef 2,Rajsi Gaikwad,"It's a small place with nice ambience and comfortable sitting. The service was quick and people were friendly. The noodles we ordered were okay, and the veg kung Pao was good. It's a nice place for a casual hangout and Chinese food.",4,"50 Reviews , 69 Followers",1/19/2019 23:38,1
Shanghai Chef 2,Sainikelash Jammula,"Lovely Place to Have Chinese Food. Excellent Service and The Place is very Pleasant to sit with Dear Ones.
Quality of the dishes are too good.",5,"8 Reviews , 216 Followers",1/19/2019 14:28,0
Shanghai Chef 2,Aiswarya Shaji Dev,"Ordered Chicken fried rice and Kung phu chicken. The food was great and value for money. Quantity is less. Good ambience.

Quantity 3/5
Taste 4.5/5
Ambience 4.5/5",4,"3 Reviews , 4 Followers",1/14/2019 23:51,2
Shanghai Chef 2,Sai Charan,"Restaurant serves stored food. Today I visited to have fried ice cream but it's not fresh. They prepared the food long back and just kept it refrigerated. It's not fresh. When I asked for any manager in the place, there is no Manager available. Worst experience ever. I would not prefer it to anyone.",1,"5 Reviews , 5 Followers",1/11/2019 20:38,0
Shanghai Chef 2,Smita Singh,A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen.,2,"20 Reviews , 82 Followers",1/6/2019 22:18,0
Shanghai Chef 2,Sourav Roy,It is a good restaurant for Chinese food in Gachibowli.we did order food and starters from here and loved the quality and quantity. The staff were all friendly n ambience was decent. Only problem was that their card swipe machine was not working.but overall a good experience in Hyderabad n will visit again to have Chinese food in the landof biriyani.,4,"65 Reviews , 1167 Followers",1/6/2019 0:32,7
Shanghai Chef 2,Debasmita Das,A very cosy outlet for some delicious Chinese indulgence in the city of Hyderabad. The place is ideal for fulfilling the cravings for delicious Chinese food.,5,"31 Reviews , 66 Followers",12/29/2018 10:15,5
Shanghai Chef 2,Hemanshu Bhushan,"Food was not that not at all good .. just not able to have the name that they have got ..
I have ordered 2 items and was thinking to have more but by seeing the tase and planes to shift other place .
I have ordered chicken fried rice and I see chicken was not that well cooked and I can see chicken skin been used as that same have complained to management and they told me they use skin less chicken and they this might be a miss and told will change the order and they have replace it and again I got the new one but I was again I was disappointed to see the same mistake ..",2,"39 Reviews , 1221 Followers",12/24/2018 7:04,0
Shanghai Chef 2,Elusha,Worst chinese i have ever eaten !! The chopsuey was sweet and the paneer was bland !!!,1,"2 Reviews , 3 Followers",12/21/2018 23:39,0
Shanghai Chef 2,Pritha Majumder,"The portions were quite good also the dumplings were pretty impressive. Though the wait time was a bit too long, but overall we had a good time.",4,"59 Reviews , 241 Followers",12/17/2018 1:37,0
Shanghai Chef 2,Singh Rahul,"The Overall Rating present for this restaurant doesn't justice the experience (will come to this in a bit)

So, a small almost cute little place tucked in first floor with ambient lightings turned on (to give romantic dinner table feel) and apt audible english chartbusters couldn't go any wrong with setup and restaurant proudly own this.
With this as a beginning, shanghai chef takes the dinning experience to whole new diff level which is confusing at its best. Waiters are surely not in the mood to offer appropriate tables to guests, not aware of all the food which is getting prepared in kitchen, not aware of all the 'Must Try' dishes of their own menu & most of all courtesy seems to have been left at the mercy of the servers. Like an example, since its not a fine dining we can't expect servers to serve your food left in the bowl again but same server at one table doing the same thing neglecting other tables left too much to be desired. This was the case, when a cockroach was found in one of the guests food and staff tried to avoid the scene blaming it to fate.
On the food side, crispy corn was good but avoid maonchow soup. Flat noodles also served just warm that too after enquiring multiple times.Also, Service takes the beating even if just half tables are filled.

So, coming back to first line. The rating is probably for food only, go at your own risk if your are looking for experience !",2,"24 Reviews , 409 Followers",12/8/2018 15:09,1
Shanghai Chef 2,Arpana Majumder,We found cockroach in the food!! Unhygienic pace! Dirty kitchen!! Horrible Staff and worst Manager! Please think twice before you order food from here,1,"1 Review , 16 Followers",12/7/2018 10:53,0
Shanghai Chef 2,Sai Vikas Vickky,"Not a great place. It has ok ambience and good hospitality but the food isn't great. I've tried America chicken chopsuey, it's different from other chopsuey's out there and it's just average. I've tried the tei pei chicken starter and it was not great, the starter was not skinless and also the chicken was very chewy making it difficult to swallow. I've heard that momo's over here are good but I didn't want to try. Overall I wasn't satisfied.",2,"1 Review , 19 Followers",12/6/2018 7:58,7
Shanghai Chef 2,Rahul Reddy Yerrama Reddy,I love Thai red curry here. Awesome Chinese food. So many options to try different foods. Ambience is good and staff is very friendly and recommend different varaities.,5,2 Reviews,11/26/2018 13:53,0
Shanghai Chef 2,Madhava,Nice ambience. Courteous staff. Best place to have good Chinese menu. Starters was very good and the main course has good quantity and quality. Order will take some time to come.,4,"52 Reviews , 164 Followers",11/19/2018 11:17,0
Shanghai Chef 2,Irfan Ali,I love this place for the soup - Tom Kha Gai/ Gung. Ask for chicken flavour of this soup. That's a must try. Nice ambiance too. And they served it lovely.,5,"5 Reviews , 12 Followers",10/27/2018 23:19,1
Shanghai Chef 2,Narayan Santuka,We came here to enjoy some good Chinese food but instead were served with cockroach in American Chopsuey. We immediately showed that to the waiter and asked for the bill. They deduced that dish from the bill but again won't dare to go to that place again.. Was very disappointed..,1,1 Review,10/27/2018 22:24,0
Shanghai Chef 2,Pritish,"Exiting food. Great service. Definitely pooKing forward to visiting again. One suggestion though, be available on all the food ordering apps, you're not.",5,1 Review,10/27/2018 12:14,0
Shanghai Chef 2,M.Y.,"I have never rated a place one star before but this place dissapointed me to the core!
Ambience is pretty decent and so is the pricing, but the food is nowhere close to being authentic chinese ,oriental or any of the cuisines they are serving. Food was so spicy that we were sipping water after every bite and after few bites i had started tearing up. It was so spicy full of whole red chillies that it was impossible to eat it (P.S. we are a family who loves spicy food). Also in the name of dimsum for rupees 250 they served street style steamed veggie momos which cost barely 50 rupees a plate. Highly dissapointed with food!!",1,"8 Reviews , 4 Followers",10/26/2018 21:48,1
Shanghai Chef 2,Jayagopal Nair,It's our default choice when we crave Chinese food and if we are around the Gachibowli area. The food tastes great and the fact that they are open all the way from lunch to dinner makes is a very viable option for a decent lunch at odd times in the evening when most other places are closed till dinner. The ambience has nothing to be complained about and the pricing is pretty decent.,4,"12 Reviews , 5 Followers",10/21/2018 11:53,0
Shanghai Chef 2,Vijay Bhanu,"This place has lost its charm
Went for dinner today. Ordered honey crispy chicken and butter garlic prawns.
They served honey crispy chicken was waiting for butter garlic prawns. After 40 minutes the person comes and asks for main course order. I asked for butter garlic prawns he comes back after 5 minutes and says it’s not available.
Pathetic service they take almost an hour to tell you if a order is available or not. Better avoid it if these are the standards of this place wasting customers time",1,"13 Reviews , 1688 Followers",10/19/2018 1:23,0
Shanghai Chef 2,Prudhvi Raju,Hi. This is a restraunt where even if the customer says the dish is bland and not tasty chef comes back and say it's the way that it gets cooked. No words more than that.,1,1 Review,10/15/2018 20:58,0
Shanghai Chef 2,Satish,Ordered sesame chilly chicken for home delivery and it was one of the worst chicken dishes I have had. Chicken was like rubber and they had added so much spices that it was almost bitter. They didn't even have the sense to send a spoon or fork and some tissues.,1,"5 Reviews , 3 Followers",10/3/2018 0:07,0
Shanghai Chef 2,Lasya M,ordered salt and pepper prawns : it was extrememly salty and we couldnt eat it,1,"3 Reviews , 104 Followers",9/27/2018 19:19,0
Shanghai Chef 2,Marta Nanda,I ordered with them yesturday and got chicken in my veg pad thai!!! :( very disappointed with it as xhilli potato was really nice. I dont recommend anyway who is vegetarian as I couldn't even reach them on phone....,1,"1 Review , 1 Follower",9/26/2018 12:51,0
Shanghai Chef 2,Aruna Ranganathan,Ordered veg fried rice. Was so bland and tasteless for the price! It smelled weird too. I somehow felt street food would have been much better and cost effective,1,"1 Review , 1 Follower",9/19/2018 21:40,0
Shanghai Chef 2,Rishabh Wahi,"Decent ambience, not the perfect place if you're looking for authentic oriental cuisine. American chopsuey was reasonably good and the non veg platter was value for money, well quantity atleast.",3,"94 Reviews , 276 Followers",9/14/2018 18:47,2
Shanghai Chef 2,Kajori Roy,The place was nice. The food was tasty. The ambience was not bad either.. Some of the stuff in the menu card was not there.. But overall it was a nice experience.,4,"12 Reviews , 7 Followers",9/11/2018 13:24,0
Shanghai Chef 2,The Greedy Hippo,"I had high expectations of this restaurant but was dissapointed. I sometimes ponder to visit them again, because as per user reviews they are good.

The seating is well, the air conditioning is not. Its either chilly or completely stopped. You cant help it.

The servers are less and even being a small place, you have to shout to catch their attention.

The food. Oh God! I dont know what happened with the chef that day, but he had put spinach in all of my dishes and that too in huge quantities. They were wreaking havoc on the plate and we had to leave a dish totally for that matter.

So many wrongs, bounds me to visit them once again to see whether they are like this all the time or was I unfortunate to visit them on their bad day. They also need a experienced manager.

Ambience : 2
Food: 2
Service : 0
Value for money : 1",1,"207 Reviews , 1051 Followers",9/3/2018 8:20,0
Shanghai Chef 2,Vasanthan Lr,"Two stars explained, one for bearable ambience and another for bearable food. This is not a authentic Chinese restaurant. Not to be hateful but this place is just a fast food restaurant with better ambience.

If you want an authentic Chinese meal , don’t come here.",2,"96 Reviews , 768 Followers",9/1/2018 1:30,2
Shanghai Chef 2,Abdur Rahman,"The only good thing about this place was friendly staff.
Rest assured was average.
Not so crowded either
Chopsey tasted like honey. Not up to the mark
It was chinese . It had to be a little spicy but a dissapointment.
Soup and starters were okay.
Also they switched off the A.C even when it wasnt late. Need to improve.",2,"37 Reviews , 143 Followers",8/29/2018 18:49,0
Shanghai Chef 2,Saiyam Surana,I went to this place yesterday and we used zomato gold. The service was very disappointing. Restaurant was out of staff. Didn’t attend properly even when the place was not at all crowded. Food was also not upto the mark. Served after a long time.Heard alot about this place but..,1,"3 Reviews , 61 Followers",8/27/2018 18:52,0
Shanghai Chef 2,Krishna Kant Chaubey,"Went to this place which a bunch of foodies for a review session and to my delight it turned out to be an awesome experience.
I always wanted to visit authentic chineese restaurants and this was the one.
The service was very good along with a perfect ambience.
Lets begin with the food part:
We started with a couple of soups Tom Kha Gai (which was a coconut milk based chicken soup and it was very yummy as you can feel the coconut flavour) followed by lemon corriander soup which was also good.
Amongst the starters we tried Tei Pei Chicken,Kung pao Chicken, Phuket fish( this was one of the best as the fish was perfectly fried and it was also crispy), Drawn prawns (nice crispy which nice sausage).
Now the best part was the Shu mai, the dumplings were great and delicious it was my first time though but i found it really great.
In the main course we had Phad Thai Phak(spicy flavored rice with nice flavours and the aroma was too tempting😋),Burmese Khow Suey which were steamed noodles with several add-ons like peanuts, fried onions etc. (a must try one if you visit this place).
We also had some mocktails my personal favorite was Fall in love along with a couple of other like fruit punch .....
The last but not the least the desert part we had fried ice-creams which had coconut base and it was very yummy 😋.
A nice place to visit if you are looking for some authentic chineese dishes.",5,"27 Reviews , 294 Followers",8/27/2018 12:53,14
Shanghai Chef 2,Nikitha Rao,"Recently I went to this place for a review session with bunch of freaks. This place is located at indiranagar.
Service was really great .

When it come to chineese cuisine , I thought to order few authentic dishes .

Firstly they served us with soup : chicken manchow soup and tom kha gai/gung which is coconut based. People who likes coconut based cuisine then they must try this.
Coming to starters we ordered tai Pai chicken, dragon prawns, Kung Pao, Phuket fish, dumplings named shu mai. Out of these best was Phuket fish which was crispy frm outside .

Main course: They served us Burmese know suey , again this is coconut based dish where the gravy is made out of coconut . It's served with plain noodles , add ons like peanuts, fried onions , green chillies, variety of suaces .
Pad Thai rice which was just like fried rice .

They also serve mocktails and desert.
Fried ice cream was the best.",5,"49 Reviews , 192 Followers",8/27/2018 12:17,6
Shanghai Chef 2,Abhishek Gupta,"I had visited few among many Chinese places in past. Recently got a chance to visit Shaghai Chef, located at prime location, Indra Nagar. Welcomed nicely by the staff members.

I didn't thought much about food in starting, as people don't eat Chinese daily and I am weak in remembering Chinese dishes name, I had one thing in my mind, Shezwan :P. But as soon as the dinner started, I was surprised, there is more to it, started with Tom kha gai/gung - Chicken Soup, Coconut based soup, creamy and smooth, with spices and topped with red chilli, one word, fantabulous. Then the marathon started, one after another I was enjoying every bite, had few expression changes in between but at end, the conclusion - amazing dinner.

Strated with starter, Tai pai chicken, Dragon prawns... Pakoda kind, tossed to give a spicy flavour, I am not a fan of prawns, so can't say, Kung puo chicken... Was decent, Phuket fish... basha fish, kind of crispy from outside, soft inside, tasted amazing, and the dumplings, named Shu mai, open dumplings with minced chicken, it's not spices but is simply wow, go for it. Tried few mocktails, was ok but need some improvement, other than that everything was good. And then the deserts, ice cream on brownie and fried ice cream were something hatke, must try.

In main course we had, Burmese khow suey... Noodles mixed with coconut kind gravy, not spicy with stuffs to add on, liked fried peanut, fried onions, chillis, diff sauces etc. and Phad thai Rice, both were also good. Overall had a good time and dinner, the staff members made our food tasting visit more comfortable. Recommended for good dine in, one can go with dishes with must try tag, if unable to decide and can consult staff members for know about the dishes.",4,"74 Reviews , 1177 Followers",8/27/2018 2:35,8
Shanghai Chef 2,Nelu J,"This restaurant have got a very peaceful atmosphere so been to this place for dinner with friends.We ordered soups 1st were my favourite was Toma Gai/Gung which is a rich coconut milk based prawns Thai soup.We can taste the thick coconut milk taste and being a malayalee I always love the coconut taste and I just loved this one.It is a mild soup which give a small sweetness of coconut milk.Other two soups we ordered were manchow soup and Chicken lemon coriander soup.Manchow soup dint taste like how it is suppose to be.We ordered the chicken one so it was a spicy soup with a chilly and garlic combo and coming to the chicken lemon coriander soup,it had a strong taste of lemon with minced chicken and vegetables and I dint like that much but my friend who ordered this soup loved this.

Now coming to the starters,we ordered Dragon prawns,Tei pei chicken,Kung puo chicken,Shu mai dumplings,Phuket fish.We were served with dragon prawns first which was crispy added into a sauce and garnished with cashew nuts kinda dish which is spicy.Tei Pei dish was a starter which I loved than the dragon prawns one,which is mildy sweet one and not too spicy like dragon prawns.So the last starter we tried was Phuket fish which was cooked well and it was fried kinda hard and added to soya sauce and tasted awesome.Coming to djmoljngs we had Shu mai dumplings which are steamed and half opened dumplings which was tasting too good with the chilly sauce.

We ordered mocktails after the starter and we had Fall in Love which I really loved which had a mixed taste of both litchi and strawberry,Litchi Punch which I ordered which doesn't give the colour of litchi and dint give too much of litchi taste,alfonza which is of mango and tasted great and also fruit punch which was a mixed fruit mocktail.They have mentioned mocktail with scoop of ice cream so I dint find a scoop in it or don't know whether they mix it with the juice and serve but all were tasting great.

Now coming to the main course we had Burmese khow suey and Phad Thai phak.We had the Burmese dish which was ma favourite again as it is made of rich coconut milk and noodles one and too yummy for your tummy dish.This dish was served with other set of seasonings and condiments so people do try this one and you will love this and this is creamy non-spicy dish.Phad Thai Phak which was of rice type garnished with an egg omelette which is like a fried rice dish and a spicy one.

Last we had fried ice cream and brownie with ice-cream as desserts.Both were yummy where brownie ice cream was served with butterscotch ice cream flavour with a strawberry sauce as the topping and fried ice-cream coating is made of coconut so do try these.",4,"49 Reviews , 390 Followers",8/26/2018 10:15,14
Shanghai Chef 2,Aravind,"Not recommended , food is not tasty better change yiur Chef2 & call Chef1
Food quality is bad n taste is worst n got cold not at all acceptable",1,"1 Review , 36 Followers",8/23/2018 14:21,0
Shanghai Chef 2,Rahul,"I am frequent here, like their noodles varieties. Almost tried every non veg noodles and rice items. I like it if not love it. I don't mind ambience here coz I love Chinese but ambience is okay. Service is good. Price is affordable. Prawns dishes are very pleasing either with rice or noodles.",4,"6 Reviews , 4 Followers",8/21/2018 7:41,0
Shanghai Chef 2,Kripah16,"I ordered the pad thai noodles. All the veggies were under cooked and raw and the noodles were over cooked. There was no chewiness in the noodles. Completely tasteless.
Extremely disappointing experience today as I have already ordered the same item earlier also and it used to be good before.",1,"5 Reviews , 1 Follower",8/18/2018 20:48,0
Shanghai Chef 2,Susmita Basu,I loved the food. Authentic Chinese and nice ambience. Taste was really good. Had rice noodles after a long time and it was pretty good. The lamb and dragon prawns are must try.,5,"17 Reviews , 48 Followers",8/18/2018 15:43,4
Shanghai Chef 2,Shravya Gunipudi,"Loved the food. Very cute ambience. Service was the downside, though. Despite the crowd being normal and not heavy, none of the waiters were in sight when we needed them.

That being said, I recommend the wontons, the manchow soup and the chilly paneer. Fried rice was a little insipid but other than that, a definite recommendation.",4,"193 Reviews , 1273 Followers",8/15/2018 20:33,3
Shanghai Chef 2,Ishita Narain,"Thier platters might sound a bit confusing since they are more like normal starters but definitely taste good.
A must try item on their menu is bamboo rice. It has tiny bamboo shoots with lemon grass and fresh flavours. I absolutely loved it.
Do not try the 8 treasure hot pot which is listed as a must try on their menu. I did not find anything very special in it. Its curry was just the same as that of paneer chilli and I was expecting a little moderations there.",3,"96 Reviews , 353 Followers",8/15/2018 5:17,1
Shanghai Chef 2,Soumyaphogat95,"Pocket friendly, quick service and quiet ambience makes this place a must visit for its Chinese Chopsey, Mee Goreng and Nasi Goreng Nenus. Serves fresh and good quantity for its price.",4,"58 Reviews , 90 Followers",8/11/2018 23:34,4
Shanghai Chef 2,Puja Chaurasia,"Food is amazingly delicious & its pocket friendly too.
Nice simple ambiance , staffs are well mannered. Even one can go with their suggestion in the menu..
Most of food items i tasted veg & non veg both & its up to the mark.",5,"38 Reviews , 132 Followers",8/6/2018 22:58,3
Shanghai Chef 2,Roma,awesome awesome awesome,5,"2 Reviews , 1 Follower",8/6/2018 1:28,0
