No;Deprem Kodu;Olus tarihi;Olus zamani;Enlem;Boylam;Derinlik;xM;MD;ML;Mw;Ms;Mb;Tip;Yer
11946;1.9891E+13;1989.10.23;01:48:02.80;36.73;26.49;10;3.7;0;3.7;;0;0;Ke;AKDENIZ
11947;1.9891E+13;1989.10.23;00:57:18.20;36.74;26.46;10;3.7;0;3.7;;0;0;Ke;AKDENIZ
11948;1.9891E+13;1989.10.21;13:16:29.90;40.31;27.05;5;3.7;3.7;0;;0;0;Ke;CINARDERE-BIGA (?ANAKKALE) [South West  1.5 km]
11949;1.9891E+13;1989.10.16;08:09:53.00;38.56;26.85;6;3.6;3.6;0;;0;0;Ke;IZMIR K?RFEZI (EGE DENIZI)
11950;1.9891E+13;1989.10.15;16:55:14.00;40.1;32.8;5;3.5;3.5;0;;0;0;Ke;GUVENC-KAZAN (ANKARA) [South East  8.2 km]
11951;1.9891E+13;1989.10.15;13:15:57.90;36.85;35.78;10;4.3;0;0;;0;4.3;Ke;DORUK-CEYHAN (ADANA) [South East  3.6 km]
11952;1.9891E+13;1989.10.15;11:58:12.20;37.22;35.9;10;3.7;0;0;;0;3.7;Ke;AGACLI-CEYHAN (ADANA) [South East  1.5 km]
11953;1.9891E+13;1989.10.14;21:12:03.00;39.74;32.83;10;4;0;0;;0;4;Ke;GOLBASI (ANKARA) [South East  6.8 km]
11954;1.9891E+13;1989.10.14;06:07:39.50;38.01;28.8;10;3.7;3.7;0;;0;0;Ke;BOSTANYERI-BULDAN (DENIZLI) [South West  2.8 km]
11955;1.9891E+13;1989.10.13;13:56:19.80;36.38;30.67;108;3.8;3.8;0;;0;0;Ke;ANTALYA K?RFEZI (AKDENIZ)
11956;1.9891E+13;1989.10.13;12:56:10.10;37.94;28.62;10;3.6;3.6;0;;0;0;Ke;KURTULUS-KUYUCAK (AYDIN) [South East  0.6 km]
11957;1.9891E+13;1989.10.12;11:19:45.00;35.5;26.94;24;3.9;0;0;;0;3.9;Ke;AKDENIZ
11958;1.9891E+13;1989.10.11;10:54:31.40;39.49;28.49;10;3.6;3.6;0;;0;0;Ke;SAGIRLAR-DURSUNBEY (BALIKESIR) [North East  0.8 km]
11959;1.9891E+13;1989.10.10;03:09:00.50;39.01;35.4;36;4.1;0;0;;0;4.1;Ke;ACIRLI-FELAHIYE (KAYSERI) [South West  3.5 km]
11960;1.9891E+13;1989.10.09;23:55:38.30;36.17;27.51;2;3.9;3.9;0;;0;0;Ke;AKDENIZ
11961;1.9891E+13;1989.10.03;08:36:34.30;38.58;26.93;9;3.9;3.9;0;;0;0;Ke;IZMIR K?RFEZI (EGE DENIZI)
11962;1.9891E+13;1989.10.02;20:55:58.00;37.8;30.2;5;3.5;3.5;0;;0;0;Ke;ARDICLI-KECIBORLU (ISPARTA) [South West  0.4 km]
11963;1.9891E+13;1989.10.02;02:52:23.00;41.81;32.51;10;3.7;3.7;0;;0;0;Ke;AKKONAK-AMASRA (BARTIN) [North 1.6 km]
11964;1.98909E+13;1989.09.30;00:47:20.00;40.05;27.29;10;3.7;3.7;0;;0;0;Ke;SOFULAR-YENICE (?ANAKKALE) [North West  1.9 km]
11965;1.98909E+13;1989.09.29;17:33:05.70;38.87;27.48;8;3.6;3.6;0;;0;0;Ke;HATIPLAR-SARUHANLI (MANISA) [South West  1.9 km]
11966;1.98909E+13;1989.09.29;01:33:08.90;35.63;27.33;53;4.3;0;4.2;;0;4.3;Ke;AKDENIZ
11967;1.98909E+13;1989.09.28;12:13:15.30;38.22;27.45;10;3.5;3.5;0;;0;0;Ke;DUVERLIK-TORBALI (IZMIR) [North East  0.2 km]
11968;1.98909E+13;1989.09.27;21:44:49.00;37;29.6;0;3.5;3.5;0;;0;0;Ke;ALTINYAYLA (BURDUR) [East 4.9 km]
11969;1.98909E+13;1989.09.26;23:34:38.00;36.85;27.28;3;3.8;3.8;0;;0;0;Ke;KOS ADASI (AKDENIZ)
11970;1.98909E+13;1989.09.20;11:27:43.00;37.11;29.8;10;3.5;3.5;0;;0;0;Ke;BOLMEPINAR-CAVDIR (BURDUR) [East 2.4 km]
11971;1.98909E+13;1989.09.19;05:44:44.70;39.97;30.9;0;3.6;3.6;0;;0;0;Ke;TAYCILAR-TEPEBASI (ESKISEHIR) [South West  1.7 km]
11972;1.98909E+13;1989.09.18;02:27:37.80;38.97;35.54;33;4.2;0;0;;0;4.2;Ke;MOLLAHACI-KOCASINAN (KAYSERI) [South East  1.6 km]
11973;1.98909E+13;1989.09.17;19:43:58.00;37.28;26.86;10;3.7;3.7;0;;0;0;Ke;ONIKI ADALAR (AKDENIZ)
11974;1.98909E+13;1989.09.13;09:36:51.50;37.7;30.25;28;4.3;0;0;;0;4.3;Ke;BURDUR [South West  3.0 km]
11975;1.98909E+13;1989.09.11;05:56:02.00;35.2;26.2;5;3.8;0;3.8;;0;0;Ke;AKDENIZ
11976;1.98909E+13;1989.09.10;08:32:19.70;40.42;27.46;0;3.5;3.5;0;;0;0;Ke;AVSA-MARMARA (BALIKESIR) [South West  10.7 km]
11977;1.98909E+13;1989.09.10;06:21:32.60;36.17;27.44;10;3.7;3.7;0;;0;0;Ke;AKDENIZ
11978;1.98909E+13;1989.09.05;08:50:13.10;35.48;31.09;22;4.1;0;4.1;;0;0;Ke;AKDENIZ
11979;1.98909E+13;1989.09.05;05:22:42.00;36.9;29.3;10;3.5;3.5;0;;0;0;Ke;GURSU-CAMELI (DENIZLI) [South West  5.0 km]
11980;1.98909E+13;1989.09.04;22:30:17.30;36.89;26.59;1;3.7;3.7;0;;0;0;Ke;AKDENIZ
11981;1.98909E+13;1989.09.04;13:36:52.70;36.82;29.25;10;3.7;3.7;0;;0;0;Ke;SOGUTLU-FETHIYE (MUGLA) [South East  3.0 km]
11982;1.98909E+13;1989.09.04;06:26:50.90;36.94;27.99;7;3.8;3.8;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
11983;1.98908E+13;1989.08.30;06:09:53.00;35.5;26.87;5;4.4;0;0;;0;4.4;Ke;AKDENIZ
11984;1.98908E+13;1989.08.29;14:18:10.00;40.4;33.3;7;4.1;0;0;;0;4.1;Ke;ODEK-SABANOZU (?ANKIRI) [South East  0.6 km]
11985;1.98908E+13;1989.08.27;05:24:18.00;37.83;26.46;8;3.6;0;3.6;;0;3.4;Ke;ONIKI ADALAR (AKDENIZ)
11986;1.98908E+13;1989.08.26;00:33:56.00;37.78;26.4;1;3.7;3.7;0;;0;0;Ke;ONIKI ADALAR (AKDENIZ)
11987;1.98908E+13;1989.08.26;00:05:10.30;40.86;27.75;5;3.5;3.5;0;;0;0;Ke;MARMARA DENIZI
11988;1.98908E+13;1989.08.25;02:56:17.00;37;28.03;8;3.5;3.5;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
11989;1.98908E+13;1989.08.23;17:55:19.40;36.61;28.06;15;3.7;3.7;0;;0;0;Ke;TASLICA-MARMARIS (MUGLA) [South West  4.9 km]
11990;1.98908E+13;1989.08.21;21:54:31.30;35.63;27;17;4.1;0;4.1;;0;0;Ke;AKDENIZ
11991;1.98908E+13;1989.08.16;11:22:34.80;36.08;28.85;58;4.2;0;0;;0;4.2;Ke;AKDENIZ
11992;1.98908E+13;1989.08.15;17:03:30.40;39.22;26.25;10;4.7;0;4.7;;4.6;4.5;Ke;MIDILLI ADASI (EGE DENIZI)
11993;1.98908E+13;1989.08.15;16:08:08.20;39.18;26.32;8;4.2;0;4.2;;0;4.2;Ke;MIDILLI ADASI (EGE DENIZI)
11994;1.98908E+13;1989.08.10;16:50:41.80;38.22;26.58;11;3.7;3.7;0;;0;0;Ke;ZEYTINELI-URLA (IZMIR) [South East  7.0 km]
11995;1.98908E+13;1989.08.08;19:13:05.90;39.07;27.99;1;3.5;3.5;0;;0;0;Ke;BASLAMIS-AKHISAR (MANISA) [East 1.6 km]
11996;1.98908E+13;1989.08.03;17:05:46.00;35.2;27.1;7;3.7;0;3.7;;0;0;Ke;AKDENIZ
11997;1.98908E+13;1989.08.02;16:42:22.00;36.14;27.55;3;3.6;0;3.6;;0;0;Ke;AKDENIZ
11998;1.98908E+13;1989.08.02;07:41:10.70;36.12;27.49;10;3.6;0;3.6;;0;0;Ke;AKDENIZ
11999;1.98908E+13;1989.08.02;01:13:26.00;37.02;27.82;12;3.6;3.6;0;;0;0;Ke;BOZALAN-MILAS (MUGLA) [South West  1.8 km]
12000;1.98908E+13;1989.08.01;04:11:31.00;37.3;30.8;10;3.5;3.5;0;;0;0;Ke;KARGI-BUCAK (BURDUR) [North West  1.4 km]
12001;1.98908E+13;1989.08.01;00:23:35.00;35.9;31.7;140;3.5;3.5;0;;0;0;Ke;AKDENIZ
12002;1.98907E+13;1989.07.28;04:57:27.50;35.7;31.24;69;3.9;3.9;0;;0;0;Ke;AKDENIZ
12003;1.98907E+13;1989.07.25;15:40:45.80;36.11;29.41;33;4;4;0;;0;0;Ke;KALKAN A?IKLARI-ANTALYA (AKDENIZ)
12004;1.98907E+13;1989.07.22;07:40:57.00;37.39;29.17;3;3.6;3.6;0;;0;0;Ke;NIKFER-TAVAS (DENIZLI) [South East  2.8 km]
12005;1.98907E+13;1989.07.20;05:41:38.70;36.46;34.8;61;4;0;0;;0;4;Ke;AKDENIZ
12006;1.98907E+13;1989.07.19;10:08:47.30;36.14;27.19;49;4.3;0;0;;0;4.3;Ke;AKDENIZ
12007;1.98907E+13;1989.07.16;16:48:24.00;39.12;26.6;3;4.5;0;4;;0;4.5;Ke;MIDILLI ADASI (EGE DENIZI)
12008;1.98907E+13;1989.07.16;03:27:45.00;39.12;26.59;8;3.9;3.9;0;;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
12009;1.98907E+13;1989.07.15;11:49:23.10;35.98;30.78;62;4.6;0;0;;0;4.6;Ke;AKDENIZ
12010;1.98907E+13;1989.07.12;13:42:54.00;37.16;31.09;125;4.2;0;0;;0;4.2;Ke;ETLER-SERIK (ANTALYA) [North East  3.5 km]
12011;1.98907E+13;1989.07.12;07:46:04.10;35.44;26.69;65;4.1;0;0;;0;4.1;Ke;AKDENIZ
12012;1.98907E+13;1989.07.10;12:00:18.00;36.98;28.02;7;3.7;3.7;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12013;1.98907E+13;1989.07.09;11:54:09.00;37.9;31.8;10;3.5;3.5;0;;0;0;Ke;YENIDOGAN-BEYSEHIR (KONYA) [North West  5.6 km]
12014;1.98907E+13;1989.07.09;00:02:18.20;36.14;30.66;87;3.8;3.8;0;;0;0;Ke;AKDENIZ
12015;1.98907E+13;1989.07.08;05:45:51.30;36.72;28.01;66;3.8;3.8;0;;0;0;Ke;BOZBURUN-MARMARIS (MUGLA) [North West  5.3 km]
12016;1.98907E+13;1989.07.06;02:08:16.00;35.4;27.7;10;3.5;0;3.5;;0;0;Ke;AKDENIZ
12017;1.98907E+13;1989.07.05;02:51:22.80;38.76;27.84;10;3.6;3.6;0;;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [North East  1.9 km]
12018;1.98907E+13;1989.07.02;17:36:17.00;35.4;26.9;23;3.6;0;3.6;;0;0;Ke;AKDENIZ
12019;1.98907E+13;1989.07.02;04:07:04.00;36.3;27.7;10;3.5;3.5;0;;0;0;Ke;AKDENIZ
12020;1.98907E+13;1989.07.01;18:51:30.10;37.76;29.36;10;3.8;3.8;0;;0;0;Ke;AYDINLAR-HONAZ (DENIZLI) [North 2.3 km]
12021;1.98907E+13;1989.07.01;06:21:21.00;35.1;27.06;10;4;0;4;;0;3.7;Ke;AKDENIZ
12022;1.98907E+13;1989.07.01;03:05:31.00;36.2;28;3;3.5;3.5;0;;0;0;Ke;RODOS ADASI (AKDENIZ)
12023;1.98906E+13;1989.06.29;12:51:18.50;36.6;26.79;126;3.6;3.6;0;;0;0;Ke;AKDENIZ
12024;1.98906E+13;1989.06.26;09:39:44.00;38.83;31.83;10;3.6;3.6;0;;0;0;Ke;BOGRUDELIK-YUNAK (KONYA) [South West  2.4 km]
12025;1.98906E+13;1989.06.26;05:58:51.00;38.8;31.8;14;3.8;3.8;0;;0;0;Ke;YUNAK (KONYA) [South East  5.8 km]
12026;1.98906E+13;1989.06.26;03:44:00.00;37.6;31.4;10;3.5;3.5;0;;0;0;Ke;DUMANLI-BEYSEHIR (KONYA) [North East  7.4 km]
12027;1.98906E+13;1989.06.25;14:13:04.00;35.5;27.5;10;3.7;0;3.7;;0;0;Ke;AKDENIZ
12028;1.98906E+13;1989.06.24;15:01:25.30;37.02;28.06;21;4.3;0;4.1;;0;4.3;Ke;KULTAK-MILAS (MUGLA) [South East  2.9 km]
12029;1.98906E+13;1989.06.24;06:10:59.30;39.11;26.44;10;3.5;3.5;0;;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
12030;1.98906E+13;1989.06.24;03:09:58.30;36.71;35.93;46;4.9;0;0;;4.4;4.9;Ke;ISKENDERUN K?RFEZI (AKDENIZ)
12031;1.98906E+13;1989.06.18;00:30:46.00;35.35;27.47;13;4.1;0;4.1;;0;0;Ke;AKDENIZ
12032;1.98906E+13;1989.06.17;01:49:10.20;36.1;27.6;1;3.5;3.5;0;;0;0;Ke;AKDENIZ
12033;1.98906E+13;1989.06.16;20:57:22.70;39.48;26.76;1;3.7;3.7;0;;0;0;Ke;EDREMIT K?RFEZI (EGE DENIZI)
12034;1.98906E+13;1989.06.13;13:16:06.70;35.62;27.27;23;4.2;0;0;;0;4.2;Ke;AKDENIZ
12035;1.98906E+13;1989.06.10;21:50:57.10;36.37;31.93;109;3.9;0;3.8;;0;3.9;Ke;ALANYA A?IKLARI-ANTALYA (AKDENIZ)
12036;1.98906E+13;1989.06.10;14:08:32.60;38.38;27.13;9;3.7;3.7;0;;0;0;Ke;KARABAGLAR (IZMIR) [North West  0.3 km]
12037;1.98906E+13;1989.06.08;10:54:32.40;37.73;26.77;13;3.8;3.8;0;;0;0;Ke;SISAM ADASI (EGE DENIZI)
12038;1.98906E+13;1989.06.08;04:55:10.00;35.5;27.5;10;3.7;0;3.7;;0;0;Ke;AKDENIZ
12039;1.98906E+13;1989.06.06;18:04:20.30;37.76;26.7;1;3.5;3.5;0;;0;0;Ke;SISAM ADASI (EGE DENIZI)
12040;1.98906E+13;1989.06.06;09:00:29.00;37.72;26.74;10;4;4;0;;0;0;Ke;SISAM ADASI (EGE DENIZI)
12041;1.98906E+13;1989.06.06;04:40:47.40;41.42;44.05;0;3.6;0;0;;3.6;0;Ke;G?RCISTAN
12042;1.98906E+13;1989.06.04;19:25:44.40;36.97;28.95;10;3.6;3.6;0;;0;0;Ke;AKKOPRU-KOYCEGIZ (MUGLA) [North East  2.7 km]
12043;1.98906E+13;1989.06.04;04:49:03.50;37.79;29.29;10;3.5;0;0;;0;3.5;Ke;GURLEYIK-HONAZ (DENIZLI) [South East  3.3 km]
12044;1.98906E+13;1989.06.02;06:28:34.10;36.2;27.43;10;3.6;3.6;0;;0;0;Ke;ONIKI ADALAR (AKDENIZ)
12045;1.98905E+13;1989.05.31;23:43:24.00;39.63;27.81;8;4;4;0;;0;0;Ke;ORTAMANDIRA- (BALIKESIR) [East 0.8 km]
12046;1.98905E+13;1989.05.31;10:01:07.20;37.7;29.2;10;3.5;3.5;0;;0;0;Ke;KARATAS- (DENIZLI) [North East  3.0 km]
12047;1.98905E+13;1989.05.30;00:10:48.20;38.39;26.77;24;3.7;3.7;0;;0;0;Ke;IZMIR K?RFEZI (EGE DENIZI)
12048;1.98905E+13;1989.05.29;12:16:53.00;38.3;26.5;10;3.5;3.5;0;;0;0;Ke;NOHUTALAN-URLA (IZMIR) [West 2.2 km]
12049;1.98905E+13;1989.05.29;11:22:06.00;38.5;26.7;11;3.6;3.6;0;;0;0;Ke;MORDOGAN-KARABURUN (IZMIR) [South East  8.0 km]
12050;1.98905E+13;1989.05.29;01:15:05.20;36.06;27.56;24;3.9;3.9;0;;0;0;Ke;AKDENIZ
12051;1.98905E+13;1989.05.28;16:44:05.60;36.47;38.34;10;3.8;0;0;;0;3.8;Ke;SURIYE
12052;1.98905E+13;1989.05.25;03:47:57.30;37.61;29.11;10;3.8;3.8;0;;0;0;Ke;AKYAR-TAVAS (DENIZLI) [West 2.0 km]
12053;1.98905E+13;1989.05.24;13:32:28.00;38;31.9;10;3.5;3.5;0;;0;0;Ke;YASSIOREN-DERBENT (KONYA) [North East  2.1 km]
12054;1.98905E+13;1989.05.23;17:45:14.10;35.7;27.26;88;3.6;0;3.6;;0;0;Ke;AKDENIZ
12055;1.98905E+13;1989.05.20;20:44:02.20;39.59;40.18;34;5.3;0;0;;5.3;5;Ke;IKIZLER-TERCAN (ERZINCAN) [South West  2.3 km]
12056;1.98905E+13;1989.05.18;14:17:35.00;36.24;26.49;46;3.7;0;3.7;;0;0;Ke;AKDENIZ
12057;1.98905E+13;1989.05.14;23:13:11.00;35.1;26.93;10;3.8;0;3.8;;0;0;Ke;AKDENIZ
12058;1.98905E+13;1989.05.12;02:37:28.70;39.69;27.91;10;3.5;3.5;0;;0;0;Ke;UCPINAR- (BALIKESIR) [North East  1.1 km]
12059;1.98905E+13;1989.05.11;23:32:26.10;37.05;27.87;10;3.7;0;3.7;;0;0;Ke;GURCEGIZ-MILAS (MUGLA) [South West  2.8 km]
12060;1.98905E+13;1989.05.11;04:32:11.00;37.02;27.87;8;3.6;3.6;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [South West  1.9 km]
12061;1.98905E+13;1989.05.10;22:23:36.00;37.02;27.92;5;3.7;0;0;;0;3.7;Ke;TURKEVLERI-MILAS (MUGLA) [South East  2.9 km]
12062;1.98905E+13;1989.05.10;03:25:28.90;39.71;27.92;24;3.9;3.9;0;;0;0;Ke;ZIYARETLI- (BALIKESIR) [South East  2.4 km]
12063;1.98905E+13;1989.05.10;03:05:28.60;39.67;27.88;10;4.2;0;4.2;;0;4.2;Ke;BALIKESIR (BALIKESIR) [North West  2.3 km]
12064;1.98905E+13;1989.05.09;06:01:25.00;35.6;27.7;10;3.5;0;3.5;;0;0;Ke;AKDENIZ
12065;1.98905E+13;1989.05.09;03:23:08.00;35.44;27.85;4;3.6;3.6;0;;0;0;Ke;AKDENIZ
12066;1.98905E+13;1989.05.08;17:54:43.20;36.22;28.09;81;4;0;0;;0;4;Ke;RODOS ADASI (AKDENIZ)
12067;1.98905E+13;1989.05.08;14:58:32.00;37.8;30.6;5;3.6;3.6;0;;0;0;Ke;ALIKOY- (ISPARTA) [South West  2.4 km]
12068;1.98905E+13;1989.05.07;21:09:51.50;37.85;27.4;10;3.5;3.5;0;;0;0;Ke;GOKCEALAN-SELCUK (IZMIR) [North East  1.5 km]
12069;1.98905E+13;1989.05.07;14:23:40.00;37.03;27.93;8;3.6;3.6;0;;0;0;Ke;OREN-MILAS (MUGLA) [South West  2.2 km]
12070;1.98905E+13;1989.05.07;04:58:54.00;37.03;27.9;1;3.5;3.5;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [East 1.0 km]
12071;1.98905E+13;1989.05.06;18:38:08.00;37.04;27.97;1;3.5;3.5;0;;0;0;Ke;OREN-MILAS (MUGLA) [South East  1.9 km]
12072;1.98905E+13;1989.05.05;00:54:12.30;37.02;28.07;21;3.7;3.7;0;;0;0;Ke;KULTAK-MILAS (MUGLA) [South East  3.6 km]
12073;1.98905E+13;1989.05.04;23:42:20.00;37.01;27.99;10;3.7;3.7;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12074;1.98905E+13;1989.05.04;19:31:14.70;37.1;27.86;10;3.6;3.6;0;;0;0;Ke;BAYIRKOY-MILAS (MUGLA) [North West  2.8 km]
12075;1.98905E+13;1989.05.04;05:54:21.00;36.96;28.09;11;3.6;3.6;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12076;1.98905E+13;1989.05.04;00:49:54.00;37.2;27.9;10;3.6;3.6;0;;0;0;Ke;KAYADERE-MILAS (MUGLA) [South 0.7 km]
12077;1.98905E+13;1989.05.03;19:29:27.40;37.93;29.11;10;3.7;3.7;0;;0;0;Ke;DEVELI- (DENIZLI) [South East  0.8 km]
12078;1.98905E+13;1989.05.03;12:59:22.90;35.29;27.6;16;3.7;3.7;0;;0;0;Ke;AKDENIZ
12079;1.98905E+13;1989.05.02;18:02:37.70;36.83;27.87;10;3.7;3.7;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12080;1.98905E+13;1989.05.02;17:42:56.80;35.58;44.3;10;3.9;0;0;;0;3.9;Ke;IRAK
12081;1.98905E+13;1989.05.01;11:34:55.90;37.05;27.88;10;3.7;3.7;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [North West  2.5 km]
12082;1.98905E+13;1989.05.01;08:39:26.00;37.1;28;5;3.5;3.5;0;;0;0;Ke;KALEM-MILAS (MUGLA) [North 1.2 km]
12083;1.98904E+13;1989.04.30;10:25:38.00;37.06;27.9;1;4.1;0;0;;0;4.1;Ke;GURCEGIZ-MILAS (MUGLA) [South East  1.9 km]
12084;1.98904E+13;1989.04.29;22:31:06.00;37.03;28;10;3.5;3.5;0;;0;0;Ke;ALATEPE-MILAS (MUGLA) [South West  1.5 km]
12085;1.98904E+13;1989.04.29;22:19:53.90;37.04;27.93;8;4;4;0;;0;0;Ke;OREN-MILAS (MUGLA) [South West  1.7 km]
12086;1.98904E+13;1989.04.29;19:34:13.00;37.05;27.97;7;3.7;3.7;0;;0;0;Ke;OREN-MILAS (MUGLA) [North East  2.1 km]
12087;1.98904E+13;1989.04.29;04:44:45.80;37.1;27.85;10;3.5;3.5;0;;0;0;Ke;AKCAKAYA-MILAS (MUGLA) [North 2.7 km]
12088;1.98904E+13;1989.04.29;04:23:39.00;37.02;27.9;3;3.5;3.5;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [South East  1.4 km]
12089;1.98904E+13;1989.04.28;23:50:12.00;37.04;28.06;19;3.9;3.9;0;;0;0;Ke;KULTAK-MILAS (MUGLA) [East 1.8 km]
12090;1.98904E+13;1989.04.28;21:11:41.00;37.02;27.91;5;3.9;3.9;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [South East  2.1 km]
12091;1.98904E+13;1989.04.28;18:33:12.90;36.98;28.11;13;3.6;3.6;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12092;1.98904E+13;1989.04.28;17:24:33.00;37.05;28.05;8;3.5;3.5;0;;0;0;Ke;KULTAK-MILAS (MUGLA) [North East  1.3 km]
12093;1.98904E+13;1989.04.28;14:52:56.00;37.05;28.03;6;4.1;0;4.1;;0;4.1;Ke;KULTAK-MILAS (MUGLA) [North West  1.3 km]
12094;1.98904E+13;1989.04.28;13:44:05.00;37.03;27.99;11;4;4;0;;0;0;Ke;ALATEPE-MILAS (MUGLA) [South West  2.2 km]
12095;1.98904E+13;1989.04.28;13:30:19.80;37.03;28.11;17;5.1;0;5.1;;5.1;5.1;Ke;SARNICKOY- (MUGLA) [South West  5.3 km]
12096;1.98904E+13;1989.04.28;11:21:21.40;36.94;27.67;4;3.5;3.5;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12097;1.98904E+13;1989.04.28;05:29:55.00;36.99;28.1;12;3.7;3.7;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12098;1.98904E+13;1989.04.28;01:18:48.80;37.01;28.03;18;4.3;0;4;;0;4.3;Ke;G?KOVA K?RFEZI (AKDENIZ)
12099;1.98904E+13;1989.04.27;23:45:19.00;37.04;28.04;9;3.6;3.6;0;;0;0;Ke;KULTAK-MILAS (MUGLA) [South 0.1 km]
12100;1.98904E+13;1989.04.27;23:23:20.00;37.05;27.9;12;3.5;3.5;0;;0;0;Ke;TURKEVLERI-MILAS (MUGLA) [North East  2.6 km]
12101;1.98904E+13;1989.04.27;23:06:52.30;37.04;28.17;12;5.3;0;5;;5;5.3;Ke;KIRAN- (MUGLA) [South West  3.8 km]
12102;1.98904E+13;1989.04.27;21:44:30.00;35.9;31.6;10;3.7;3.7;0;;0;0;Ke;AKDENIZ
12103;1.98904E+13;1989.04.27;16:57:26.50;35.87;28.13;83;3.5;3.5;0;;0;0;Ke;AKDENIZ
12104;1.98904E+13;1989.04.22;19:50:00.90;39.28;29.04;10;3.5;3.5;0;;0;0;Ke;KATRANDAGI-EMET (K?TAHYA) [North West  2.8 km]
12105;1.98904E+13;1989.04.21;08:16:06.00;36.49;26.77;156;3.8;3.8;0;;0;0;Ke;AKDENIZ
12106;1.98904E+13;1989.04.13;21:39:28.80;39.56;29.21;10;3.6;3.6;0;;0;0;Ke;KARGILI-TAVSANLI (K?TAHYA) [North East  2.8 km]
12107;1.98904E+13;1989.04.13;16:08:39.80;38.63;27.16;10;3.7;3.7;0;;0;0;Ke;SULEYMANLI-MENEMEN (IZMIR) [South West  1.8 km]
12108;1.98904E+13;1989.04.13;13:04:03.00;38.65;27.3;2;3.5;3.5;0;;0;0;Ke;KARAALI- (MANISA) [North West  1.9 km]
12109;1.98904E+13;1989.04.13;12:18:24.00;38.64;27.19;10;3.6;3.6;0;;0;0;Ke;SULEYMANLI-MENEMEN (IZMIR) [North East  1.1 km]
12110;1.98904E+13;1989.04.09;02:54:04.50;36.61;42.21;33;4.5;0;0;;0;4.5;Ke;SURIYE
12111;1.98904E+13;1989.04.08;01:15:14.00;36.8;30.2;5;3.7;3.7;0;;0;0;Ke;OVACIK-ELMALI (ANTALYA) [North East  1.5 km]
12112;1.98904E+13;1989.04.07;03:27:00.00;36.1;27.2;10;3.5;0;3.5;;0;0;Ke;AKDENIZ
12113;1.98904E+13;1989.04.05;12:47:31.00;40.88;30.53;2;3.7;0;0;;0;3.7;Ke;MAKSUDIYE-SOGUTLU (SAKARYA) [North East  1.7 km]
12114;1.98904E+13;1989.04.02;18:26:49.70;37.76;36.66;10;4.2;0;0;;0;4.2;Ke;SUCATI- (KAHRAMANMARAS) [South West  3.7 km]
12115;1.98904E+13;1989.04.02;12:22:37.30;36.26;27.94;10;3.5;0;3.5;;0;0;Ke;RODOS ADASI (AKDENIZ)
12116;1.98903E+13;1989.03.30;16:36:23.80;41.05;43.95;3;4.5;0;0;;4.3;4.5;Ke;AZERBAYCAN
12117;1.98903E+13;1989.03.28;18:30:33.20;35.58;27.4;21;3.7;3.7;0;;0;0;Ke;AKDENIZ
12118;1.98903E+13;1989.03.26;21:42:53.00;36.98;28.13;8;3.5;3.5;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
12119;1.98903E+13;1989.03.23;03:07:16.70;37.05;27.55;9;3.6;3.6;0;;0;0;Ke;CAMLIK-BODRUM (MUGLA) [South East  2.4 km]
12120;1.98903E+13;1989.03.21;18:39:27.70;38.89;29.17;5;3.7;3.7;0;;0;0;Ke;KIZILKOLTUK-SAPHANE (K?TAHYA) [East 2.7 km]
12121;1.98903E+13;1989.03.21;06:15:56.00;40.67;29.87;9;3.9;3.9;0;;0;0;Ke;NIMETIYE-GOLCUK (KOCAELI) [North East  0.5 km]
12122;1.98903E+13;1989.03.19;06:11:24.00;37.2;27.7;0;3.7;3.7;0;;0;0;Ke;YAKAKOY-MILAS (MUGLA) [South West  1.1 km]
12123;1.98903E+13;1989.03.13;09:57:36.00;38.1;29.12;1;3.9;3.9;0;;0;0;Ke;GOZLER- (DENIZLI) [West 2.7 km]
12124;1.98903E+13;1989.03.11;16:50:20.00;37.04;27.67;9;3.9;3.9;0;;0;0;Ke;YENIKOY-BODRUM (MUGLA) [South 5.3 km]
12125;1.98903E+13;1989.03.11;16:31:18.90;36.71;27.39;10;3.6;3.6;0;;0;0;Ke;YAZIKOY-DATCA (MUGLA) [North West  5.4 km]
