title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
Beginning Deep Learning with TensorFlow: Work with Keras MNIST Data Sets and Advanced Neural Networks,"[Liangqu Long,Xiangming Zeng]",28.98,740.0,,0,0.0,0.0,0.0,0.0,0.0,6.1 x 1.67 x 9.25 inches,2.46 pounds,English,Apress; 1st ed. edition (January 28 2022),978-1484279144,/Beginning-Deep-Learning-TensorFlow-Advanced/dp/148427914X/ref=sr_1_233?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-233,https://www.amazon.com/Beginning-Deep-Learning-TensorFlow-Advanced/dp/148427914X/ref=sr_1_233?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-233
Cultivating Curiosity in K-12 Classrooms: How to Promote and Sustain Deep Learning,[Wendy L. Ostroff],21.9,176.0,4.5,48,0.67,0.21,0.09,0.03,0.0,6.9 x 0.6 x 8.9 inches,8.8 ounces,English,ASCD (July 13 2016),978-1416621973,/Cultivating-Curiosity-K-12-Classrooms-Learning/dp/1416621970/ref=sr_1_239?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-239,https://www.amazon.com/Cultivating-Curiosity-K-12-Classrooms-Learning/dp/1416621970/ref=sr_1_239?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-239
Machine Learning for Economics and Finance in TensorFlow 2: Deep Learning Models for Research and Industry,[Isaiah Hull],48.04,384.0,3.3,3,0.33,0.33,0.34,0.0,0.0,6.1 x 0.91 x 9.25 inches,1.29 pounds,English,Apress; 1st ed. edition (November 26 2020),978-1484263723,/Machine-Learning-Economics-Finance-TensorFlow/dp/1484263723/ref=sr_1_236?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-236,https://www.amazon.com/Machine-Learning-Economics-Finance-TensorFlow/dp/1484263723/ref=sr_1_236?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-236
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python 2nd Edition,[Stefan Jansen],44.99,820.0,4.5,243,0.68,0.19,0.06,0.03,0.04,7.5 x 1.85 x 9.25 inches,3.05 pounds,English,Packt Publishing (July 31 2020),978-1839217715,/Machine-Learning-Algorithmic-Trading-alternative/dp/1839217715/ref=sr_1_297?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-297,https://www.amazon.com/Machine-Learning-Algorithmic-Trading-alternative/dp/1839217715/ref=sr_1_297?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-297
The Deep Learning AI Playbook: Strategy for Disruptive Artificial Intelligence,[Carlos E Perez],29.0,367.0,3.7,12,0.51,0.17,0.16,0.16,0.0,6 x 0.92 x 9 inches,1.19 pounds,English,CreateSpace Independent Publishing Platform; 1st Edition (October 19 2017),978-1978487529,/Deep-Learning-Playbook-Disruptive-Intelligence/dp/1978487525/ref=sr_1_296?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-296,https://www.amazon.com/Deep-Learning-Playbook-Disruptive-Intelligence/dp/1978487525/ref=sr_1_296?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-296
Risk Modeling: Practical Applications of Artificial Intelligence Machine Learning and Deep Learning (Wiley and SAS Business Series),"[Terisa Roberts,Stephen J. Tonna]",47.92,208.0,,0,0.0,0.0,0.0,0.0,0.0,6.2 x 0.9 x 9.1 inches,13.6 ounces,English,Wiley; 1st edition (September 27 2022),978-1119824930,/Risk-Modeling-Applications-Artificial-Intelligence/dp/1119824931/ref=sr_1_295?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-295,https://www.amazon.com/Risk-Modeling-Applications-Artificial-Intelligence/dp/1119824931/ref=sr_1_295?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-295
AI and Machine Learning for Coders: A Programmers Guide to Artificial Intelligence,[Laurence Moroney],38.49,392.0,4.7,127,0.79,0.16,0.04,0.02,0.0,6.93 x 1.18 x 8.98 inches,1.9 pounds,English,OReilly Media; 1st edition (October 27 2020),978-1492078197,/Machine-Learning-Coders-Programmers-Intelligence/dp/1492078190/ref=sr_1_293?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-293,https://www.amazon.com/Machine-Learning-Coders-Programmers-Intelligence/dp/1492078190/ref=sr_1_293?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-293
Building Computer Vision Projects with OpenCV 4 and C++: Implement complex computer vision algorithms and explore deep learning and face detection,"[David Millan Escriva,Prateek Joshi et al.]",49.99,538.0,4.1,31,0.55,0.22,0.07,0.11,0.05,7.5 x 1.22 x 9.25 inches,2.01 pounds,English,Packt Publishing (March 26 2019),978-1838644673,/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDAxMTY2ODYzNjM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBuilding-Computer-Vision-Projects-OpenCV%2Fdp%2F1838644679%2Fref%3Dsr_1_225_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-225-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDAxMTY2ODYzNjM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBuilding-Computer-Vision-Projects-OpenCV%2Fdp%2F1838644679%2Fref%3Dsr_1_225_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-225-spons%26psc%3D1
Advanced Deep Learning with TensorFlow 2 and Keras: Apply DL GANs VAEs deep RL unsupervised learning object detection and segmentation and more 2nd Edition,[Rowel Atienza],39.99,512.0,4.5,62,0.74,0.14,0.06,0.02,0.04,7.5 x 1.16 x 9.25 inches,1.92 pounds,English,Packt Publishing (February 28 2020),978-1838821654,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDIxNzMyNDIzODcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FAdvanced-Deep-Learning-TensorFlow-Keras%2Fdp%2F1838821651%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-241-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDIxNzMyNDIzODcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FAdvanced-Deep-Learning-TensorFlow-Keras%2Fdp%2F1838821651%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-241-spons%26psc%3D1
Deep Learning for Computer Vision with SASÂ®: An Introduction,[Robert Blanchard],25.95,150.0,,0,0.0,0.0,0.0,0.0,0.0,7.5 x 0.34 x 9.25 inches,9.5 ounces,English,SAS Institute (June 11 2020),978-1642959154,/Deep-Learning-Computer-Vision-SAS%C2%AE/dp/1642959154/ref=sr_1_288?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-288,https://www.amazon.com/Deep-Learning-Computer-Vision-SAS%C2%AE/dp/1642959154/ref=sr_1_288?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-288
Understanding Deep Learning: Application in Rare Event Prediction (Student Version),[Chitta Ranjan Ph.D.],30.0,426.0,,0,0.0,0.0,0.0,0.0,0.0,6.69 x 0.96 x 9.61 inches,1.49 pounds,English,Independently published (December 26 2020),979-8586701947,/Understanding-Deep-Learning-Application-Prediction/dp/B08R8DKSK2/ref=sr_1_289?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-289,https://www.amazon.com/Understanding-Deep-Learning-Application-Prediction/dp/B08R8DKSK2/ref=sr_1_289?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-289
Deep Learning on Graphs,"[Yao Ma,Jiliang Tang]",45.91,400.0,4.7,8,0.83,0.17,0.0,0.0,0.0,6.5 x 1 x 9.5 inches,1.34 pounds,English,Cambridge University Press; 1st edition (December 9 2021),978-1108831741,/Deep-Learning-Graphs-Yao-Ma/dp/1108831745/ref=sr_1_281?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-281,https://www.amazon.com/Deep-Learning-Graphs-Yao-Ma/dp/1108831745/ref=sr_1_281?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-281
Data Orchestration in Deep Learning Accelerators (Synthesis Lectures on Computer Architecture),"[Tushar Krishna,Hyoukjun Kwon et al.]",73.76,164.0,4.2,3,0.62,0.38,0.0,0.0,0.0,7.52 x 0.44 x 9.25 inches,1.09 pounds,English,,978-1681738710,/Orchestration-Learning-Accelerators-Synthesis-Architecture/dp/1681738716/ref=sr_1_270?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-270,https://www.amazon.com/Orchestration-Learning-Accelerators-Synthesis-Architecture/dp/1681738716/ref=sr_1_270?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-270
Deep Reinforcement Learning,[Aske Plaat],58.31,421.0,,0,0.0,0.0,0.0,0.0,0.0,6.14 x 0.86 x 9.21 inches,1.3 pounds,English,Springer; 1st ed. 2022 edition (June 12 2022),978-9811906374,/Deep-Reinforcement-Learning-Aske-Plaat/dp/9811906378/ref=sr_1_269?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-269,https://www.amazon.com/Deep-Reinforcement-Learning-Aske-Plaat/dp/9811906378/ref=sr_1_269?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-269
Efficient Processing of Deep Neural Networks (Synthesis Lectures on Computer Architecture),"[Vivienne Sze,Yu-Hsin Chen et al.]",86.35,342.0,4.5,14,0.67,0.22,0.1,0.0,0.0,7.5 x 0.71 x 9.25 inches,11.7 ounces,English,Morgan & Claypool Publishers (June 24 2020),978-1681738314,/Efficient-Processing-Networks-Synthesis-Architecture/dp/1681738317/ref=sr_1_267?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-267,https://www.amazon.com/Efficient-Processing-Networks-Synthesis-Architecture/dp/1681738317/ref=sr_1_267?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-267
Computer Vision: Algorithms and Applications (Texts in Computer Science),[Richard Szeliski],68.1,947.0,4.3,18,0.72,0.13,0.07,0.08,0.0,8.35 x 1.57 x 11.18 inches,6.2 pounds,English,Springer; 2nd ed. 2022 edition (January 5 2022),978-3030343712,/Computer-Vision-Algorithms-Applications-Science/dp/3030343715/ref=sr_1_271?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-271,https://www.amazon.com/Computer-Vision-Algorithms-Applications-Science/dp/3030343715/ref=sr_1_271?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-271
Applied Software Development With Python & Machine Learning Wearable & Wireless Systems For Movement Disorder Treatment Via Deep Brain Stimulation,"[Robert Lemoyne,Timothy Mastroianni]",79.23,248.0,,0,0.0,0.0,0.0,0.0,0.0,6 x 0.75 x 9 inches,1.11 pounds,English,WSPC (August 31 2021),978-9811235955,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MjM0Mzc5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FSoftware-Development-Learning-Treatment-Stimulation%2Fdp%2F9811235953%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-274-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MjM0Mzc5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FSoftware-Development-Learning-Treatment-Stimulation%2Fdp%2F9811235953%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-274-spons%26psc%3D1
Data Scientist Pocket Guide: Over 600 Concepts Terminologies and Processes of Machine Learning and Deep Learning Assembled Together (English Edition),[Mohamed Sabri],29.95,308.0,4.7,4,0.7,0.3,0.0,0.0,0.0,7.5 x 0.7 x 9.25 inches,1.19 pounds,English,BPB Publications (June 28 2021),978-9390684977,/Data-Scientist-Pocket-Guide-Terminologies/dp/9390684978/ref=sr_1_262?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-262,https://www.amazon.com/Data-Scientist-Pocket-Guide-Terminologies/dp/9390684978/ref=sr_1_262?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-262
Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,[Mark Ryan],44.99,340.0,4.6,13,0.6,0.4,0.0,0.0,0.0,7.5 x 0.77 x 9.25 inches,1.29 pounds,English,Packt Publishing (September 24 2021),978-1800208100,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MDA5NDYyMzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-fastai-Cookbook-easy%2Fdp%2F1800208103%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-273-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MDA5NDYyMzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-fastai-Cookbook-easy%2Fdp%2F1800208103%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-273-spons%26psc%3D1
Learning TensorFlow: A Guide to Building Deep Learning Systems,"[Tom Hope,Yehezkel S. Resheff et al.]",35.75,242.0,3.9,62,0.55,0.18,0.09,0.03,0.15,7.01 x 0.51 x 9.17 inches,1.47 pounds,English,OReilly Media; 1st edition (September 12 2017),978-1491978511,/Learning-TensorFlow-Guide-Building-Systems/dp/1491978511/ref=sr_1_261?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-261,https://www.amazon.com/Learning-TensorFlow-Guide-Building-Systems/dp/1491978511/ref=sr_1_261?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-261
Machine and Deep Learning in Oncology Medical Physics and Radiology,"[Issam El Naqa,Martin J. Murphy]",174.64,529.0,,0,0.0,0.0,0.0,0.0,0.0,6.4 x 1.1 x 9.46 inches,2.44 pounds,English,Springer; 2nd ed. 2022 edition (February 3 2022),978-3030830465,/Machine-and-Deep-Learning-in-Oncology_-Medical-Physics-and-Radiology/dp/3030830462/ref=sr_1_253?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-253,https://www.amazon.com/Machine-and-Deep-Learning-in-Oncology_-Medical-Physics-and-Radiology/dp/3030830462/ref=sr_1_253?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-253
Deep Learning for Physical Scientists: Accelerating Research with Machine Learning,"[Edward O. Pyzer-Knapp,Matthew Benatan]",69.1,208.0,5.0,2,1.0,0.0,0.0,0.0,0.0,6 x 0.66 x 9 inches,15 ounces,English,Wiley; 1st edition (October 21 2021),978-1119408338,/Deep-Learning-Physical-Scientists-Accelerating/dp/1119408334/ref=sr_1_251?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-251,https://www.amazon.com/Deep-Learning-Physical-Scientists-Accelerating/dp/1119408334/ref=sr_1_251?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-251
Deep Learning and the Game of Go,"[Max Pumperla,Kevin Ferguson]",50.58,384.0,4.4,48,0.65,0.15,0.16,0.04,0.0,7.38 x 0.9 x 9.25 inches,1.63 pounds,English,Manning; 1st edition (January 25 2019),978-1617295324,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDAzODM5NDU5NzU0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Game-Max-Pumperla%2Fdp%2F1617295329%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-260-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDAzODM5NDU5NzU0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Game-Max-Pumperla%2Fdp%2F1617295329%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-260-spons%26psc%3D1
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding,[Luis Sobrecueva],41.99,194.0,4.7,11,0.65,0.35,0.0,0.0,0.0,7.5 x 0.44 x 9.25 inches,12.2 ounces,English,Packt Publishing (May 21 2021),978-1800567641,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA2NzA0NjY1Njk3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FAutomated-Machine-Learning-AutoKeras-accessible%2Fdp%2F1800567642%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-257-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA2NzA0NjY1Njk3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FAutomated-Machine-Learning-AutoKeras-accessible%2Fdp%2F1800567642%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-257-spons%26psc%3D1
Deep Learning with TensorFlow: Explore neural networks and build intelligent systems with Python 2nd Edition,"[Giancarlo Zaccone,Md. Rezaul Karim]",36.11,484.0,3.2,7,0.11,0.32,0.4,0.17,0.0,7.5 x 1.09 x 9.25 inches,1.81 pounds,English,Packt Publishing; 2nd Revised edition (March 30 2018),978-1788831109,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDAwNTU0NjI1ODc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-TensorFlow-networks-intelligent%2Fdp%2F1788831101%2Fref%3Dsr_1_259_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-259-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDAwNTU0NjI1ODc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-TensorFlow-networks-intelligent%2Fdp%2F1788831101%2Fref%3Dsr_1_259_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-259-spons%26psc%3D1
Advances in Electromagnetics Empowered Artificial Intelligence and Deep Learning (IEEE Press Series on Electromagnetic Wave Theory),"[Sawyer D. Campbell,Douglas H. Werner]",165.0,,,0,0.0,0.0,0.0,0.0,0.0,,1.47 pounds,English,Wiley-IEEE Press; 1st edition (May 16 2023),978-1119853893,/Electromagnetics-Empowered-Artificial-Intelligence-Electromagnetic/dp/1119853893/ref=sr_1_224?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-224,https://www.amazon.com/Electromagnetics-Empowered-Artificial-Intelligence-Electromagnetic/dp/1119853893/ref=sr_1_224?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-224
Practical MATLAB Deep Learning: A Projects-Based Approach,"[Michael Paluszek,Stephanie Thomas et al.]",38.34,348.0,,0,0.0,0.0,0.0,0.0,0.0,7 x 0.73 x 10 inches,1.35 pounds,English,Apress; 2nd ed. edition (September 11 2022),978-1484279113,/Practical-MATLAB-Deep-Learning-Projects-Based/dp/1484279115/ref=sr_1_221?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-221,https://www.amazon.com/Practical-MATLAB-Deep-Learning-Projects-Based/dp/1484279115/ref=sr_1_221?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-221
AI Crash Course: A fun and hands-on introduction to machine learning reinforcement learning deep learning and artificial intelligence with Python,[Hadelin de Ponteves],29.99,360.0,4.2,81,0.57,0.2,0.14,0.03,0.06,7.5 x 0.82 x 9.25 inches,1.36 pounds,English,Packt Publishing (November 29 2019),978-1838645359,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDE5MTIzNjg0MzcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FCrash-Course-hands-introduction-reinforcement%2Fdp%2F1838645357%2Fref%3Dsr_1_244_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-244-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDE5MTIzNjg0MzcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FCrash-Course-hands-introduction-reinforcement%2Fdp%2F1838645357%2Fref%3Dsr_1_244_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-244-spons%26psc%3D1
Deep Learning In Biology And Medicine,"[Davide Bacciu,Paulo J G Lisboa et al.]",97.65,332.0,,0,0.0,0.0,0.0,0.0,0.0,6 x 0.97 x 9 inches,1.35 pounds,English,WSPC (EUROPE) (January 19 2022),978-1800610934,/Learning-Biology-Medicine-Davide-Bacciu/dp/1800610939/ref=sr_1_217?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-217,https://www.amazon.com/Learning-Biology-Medicine-Davide-Bacciu/dp/1800610939/ref=sr_1_217?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-217
Autonomous Robotics and Deep Learning (SpringerBriefs in Computer Science),,69.99,74.0,5.0,1,1.0,0.0,0.0,0.0,0.0,6.1 x 0.18 x 9.25 inches,2.86 pounds,English,Springer; 2014th edition (April 25 2014),978-3319056029,/Autonomous-Robotics-Learning-SpringerBriefs-Computer/dp/3319056026/ref=sr_1_215?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-215,https://www.amazon.com/Autonomous-Robotics-Learning-SpringerBriefs-Computer/dp/3319056026/ref=sr_1_215?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-215
